,pvalue
random950,2.2286617963874807e-05
random951,0.00013937547910237972
random952,0.0011213391936996024
random953,4.0359838566722033e-05
random954,8.278312369432061e-05
random955,1.67986492234535e-05
random956,0.0021280791821749216
random957,3.340496871352167e-06
random958,7.8885296464599e-06
random959,2.817286764193161e-05
random960,1.6779374968188254e-05
random961,3.497051526456597e-05
random962,5.868500205803582e-05
random963,1.734564233728779e-05
random964,0.00014132786055528394
random965,6.94584236092346e-05
random966,0.00012897788081272233
random967,7.421153079650247e-05
random968,1.8695103593634393e-05
random969,9.833758992697176e-07
random970,0.00012712728798160391
random971,0.00057317764694956
random972,0.0004568985805600571
random973,0.00020373335275638397
random974,0.00042266770074645327
random975,1.1802186125002133e-05
random976,5.163182919617192e-05
random977,2.8925160575444477e-05
random978,4.0546018597753486e-05
random979,0.0001263028484235942
random980,7.329868539149115e-05
random981,0.010199261854866056
random982,1.0584584144399087e-05
random983,2.552441637947533e-05
random984,1.4817486593683572e-05
random985,0.0006729300205292375
random986,0.00011250861534268208
random987,1.044791165033719e-05
random988,0.0006980052378737058
random989,0.0002742644476289572
random990,7.396372933273897e-05
random991,9.37242611276853e-06
random992,1.6782864404287884e-05
random993,0.00012552198801159313
random994,3.46169249656485e-05
random995,0.00010642377123489177
random996,0.0001586874384033225
random997,3.7150655166733266e-05
random998,0.000931209769989326
random999,0.0003365746097712759
random1000,2.7913847763508826e-05
