term_id,gene,marker_gene,cv_values
GO:0004823,b0642,b0642,0.0451353208312414
GO:0004849,b2066,b3355,0.0542820611238826
GO:0004851,b3803,b3803,0.0535466048133093
GO:0004852,b3804,b3804,0.0463312621332809
GO:0004853,b3997,b3997,0.0551193722644654
GO:0004854,b2866,b2867,0.0584722519399479
GO:0004856,b3564,b3564,0.0579044816768033
GO:0004857,b3204,b3204,0.0447846498717143
GO:0004866,b2520,b2520,0.0524774981361011
GO:0004871,b1951,b3529,0.0498224980151606
GO:0005048,b1591,b1591,0.0597111859731504
GO:0005096,b3866,b3866,0.0514096709808495
GO:0005198,b1080,b2528,0.0559427111847973
GO:0005215,b0067,b0818,0.0531203101451913
GO:0005247,b2389,b0155,0.0415921756683941
GO:0005267,b3849,b3849,0.0449157790255047
GO:0005294,b4141,b4141,0.0509984978427125
GO:0005315,b4020,b4020,0.0550411983024796
GO:0005436,b4020,b4020,0.0550411983024796
GO:0005506,b3990,b2515,0.0503342588881264
GO:0005507,b1386,b2593,0.0500268003160679
GO:0005509,b1386,b3821,0.0586480618732268
GO:0005515,b1711,b3339,0.036843390589445
GO:0005524,b3469,b2184,0.0372385995216239
GO:0005525,b2498,b3339,0.036843390589445
GO:0005528,b0028,b0028,0.0578193790160966
GO:0005543,b0182,b3192,0.0458915613308808
GO:0005548,b3193,b3191,0.0451987779287547
GO:0005576,b0611,b3531,0.0548060293700757
GO:0005622,b3131,b2709,0.0421054902464237
GO:0005623,b0304,b2542,0.056870886139062
GO:0005634,b4362,b4362,0.0485178551417763
GO:0005694,b3283,b3019,0.0390292237180057
GO:0005737,b1973,b3339,0.036843390589445
GO:0005829,b4108,b2495,0.0368856875274702
GO:0005840,b2608,b3228,0.0505568153703449
GO:0005856,b3247,b3247,0.0500291483091782
GO:0005886,b4336,b3339,0.036843390589445
GO:0005887,b3469,b2568,0.0394775273281152
GO:0005945,b3916,b3916,0.0563555388803929
GO:0005975,b0008,b4196,0.0417389389228088
GO:0005978,b0688,b0688,0.0578762584813744
GO:0005991,b4241,b4241,0.0516969047457022
GO:0005998,b3564,b3564,0.0579044816768033
GO:0006002,b4232,b3916,0.0563555388803929
GO:0006006,b0902,b2544,0.0499503437001575
GO:0006007,b3612,b3916,0.0563555388803929
GO:0006012,b2837,b2837,0.0481540624576391
GO:0006014,b2914,b2100,0.0503271677224401
GO:0006015,b4094,b4094,0.0587455207463576
GO:0006044,b1119,b1119,0.0578525754564633
GO:0006046,b3718,b0677,0.0514064278366701
GO:0006065,b2028,b3787,0.0598501581811827
GO:0006071,b3425,b2930,0.0496262663425753
GO:0006094,b3919,b2930,0.0496262663425753
GO:0006096,b3919,b1779,0.0512525945540246
GO:0006098,b3919,b3386,0.0502780939169159
GO:0006146,b3135,b3135,0.0574197779609317
GO:0006150,b2867,b2867,0.0584722519399479
GO:0006166,b2866,b2867,0.0584722519399479
GO:0006168,b0125,b0125,0.0513144216056952
GO:0006178,b0125,b0125,0.0513144216056952
GO:0006206,b2066,b3355,0.0542820611238826
GO:0006207,b2870,b4196,0.0417389389228088
GO:0006222,b3355,b3355,0.0542820611238826
GO:0006226,b3640,b2291,0.0415422453147199
GO:0006227,b1098,b1098,0.0556547598147077
GO:0006229,b2065,b2065,0.0557414520796517
GO:0006231,b2827,b2827,0.0489070100170775
GO:0006233,b1098,b1098,0.0556547598147077
GO:0006235,b2827,b2827,0.0489070100170775
GO:0006259,b1238,b4162,0.0542057808157327
GO:0006260,b4043,b0924,0.0462493858322762
GO:0006261,b0892,b4362,0.0485178551417763
GO:0006265,b3283,b3019,0.0390292237180057
GO:0006266,b3421,b2411,0.0559681055655784
GO:0006267,b4362,b4362,0.0485178551417763
GO:0006268,b4052,b3019,0.0390292237180057
GO:0006269,b4052,b4362,0.0485178551417763
GO:0006270,b0467,b3935,0.0588599438303597
GO:0006271,b3701,b4361,0.0595696806860477
GO:0006276,b2894,b4260,0.055049816216988
GO:0006281,b1183,b1114,0.0404518550762541
GO:0006284,b1749,b3549,0.0390310609633677
GO:0006285,b3635,b3635,0.0586708645185296
GO:0006288,b3647,b2411,0.0559681055655784
GO:0006289,b3635,b0714,0.0431368142609513
GO:0006298,b4059,b1844,0.0442041088807822
GO:0006302,b2616,b2184,0.0372385995216239
GO:0006304,b2831,b2831,0.0484515260997364
GO:0006307,b2212,b3549,0.0390310609633677
GO:0006308,b4483,b4378,0.0484269724949863
GO:0006310,b4313,b0962,0.0374569704831026
GO:0006313,b2894,b2894,0.0575739630112919
GO:0006351,b3292,b3010,0.0401325644647335
GO:0006352,b3243,b3202,0.0535936650521706
GO:0006355,b3569,b1114,0.0404518550762541
GO:0006364,b3282,b0051,0.0444283774152654
GO:0006378,b0143,b0143,0.0585258077500713
GO:0006396,b0148,b3164,0.0570565612012784
GO:0006397,b1413,b0143,0.0585258077500713
GO:0006399,b2791,b3887,0.0534876726011636
GO:0006400,b0188,b0188,0.0454603342930874
GO:0006401,b0611,b3929,0.0498990522541638
GO:0006402,b4539,b2830,0.0498459966324086
GO:0006412,b1480,b2184,0.0372385995216239
GO:0006414,b3980,b3339,0.036843390589445
GO:0006415,b4375,b1211,0.053890782213774
GO:0006417,b2827,b2827,0.0489070100170775
GO:0006420,b3559,b3559,0.0528412083460783
GO:0006424,b2400,b2400,0.0453624959268914
GO:0006426,b3559,b3559,0.0528412083460783
GO:0006427,b2514,b2514,0.0568607003614281
GO:0006429,b0642,b0642,0.0451353208312414
GO:0006450,b3282,b0481,0.0417635152725545
GO:0006457,b2582,b3781,0.0414037651275052
GO:0006464,b0167,b4373,0.0572038927462313
GO:0006465,b1766,b2568,0.0394775273281152
GO:0006468,b4125,b4125,0.0556637648042045
GO:0006470,b2734,b3404,0.0477831745373624
GO:0006474,b1584,b3550,0.0415174231238703
GO:0006479,b4019,b2743,0.0467318898046332
GO:0006508,b3064,b3234,0.0364795471441631
GO:0006515,b0161,b0955,0.0541294757165853
GO:0006520,b3708,b2440,0.0477562093537782
GO:0006523,b2379,b2379,0.0534263686164533
GO:0006525,b3202,b3202,0.0535936650521706
GO:0006527,b1748,b2938,0.0575058394554264
GO:0006532,b4054,b1096,0.0575008266656303
GO:0006535,b3607,b3607,0.0583591826189816
GO:0006537,b2468,b1524,0.0511678383395453
GO:0006541,b0223,b0223,0.0410935025720609
GO:0006543,b1524,b1524,0.0511678383395453
GO:0006545,b0048,b0870,0.0515895446006093
GO:0006564,b3616,b4388,0.0479221803346974
GO:0006567,b3114,b0870,0.0515895446006093
GO:0006629,b1234,b3825,0.0448138446627563
GO:0006631,b1701,b2836,0.0430477076543461
GO:0006633,b3963,b1094,0.0457948491968889
GO:0006646,b4160,b4160,0.0465530686934502
GO:0006654,b4042,b4042,0.0408863370251062
GO:0006655,b1409,b0418,0.0426014665306704
GO:0006662,b2582,b3781,0.0414037651275052
GO:0006730,b1232,b0048,0.0593412926317899
GO:0006744,b3835,b0662,0.0451169120967637
GO:0006747,b0025,b0025,0.0526761493704915
GO:0006749,b3229,b3592,0.04670510193979
GO:0006772,b1106,b4394,0.0434456915144295
GO:0006779,b3997,b2400,0.0453624959268914
GO:0006780,b3997,b3997,0.0551193722644654
GO:0006782,b3804,b3804,0.0463312621332809
GO:0006783,b3997,b0475,0.0506532111823675
GO:0006790,b2425,b3414,0.051925819253049
GO:0006807,b0167,b0657,0.0490622271792006
GO:0006810,b2406,b0427,0.0442911420650745
GO:0006811,b3966,b0151,0.0497924565010949
GO:0006812,b1429,b1429,0.0528526769686405
GO:0006813,b1250,b3849,0.0449157790255047
GO:0006820,b2246,b3667,0.0591356759840271
GO:0006821,b0155,b0155,0.0415921756683941
GO:0006829,b3469,b3915,0.0396498327551522
GO:0006855,b1985,b2076,0.0470678308504686
GO:0006876,b3915,b3915,0.0396498327551522
GO:0006879,b2529,b3915,0.0396498327551522
GO:0006882,b3915,b3915,0.0396498327551522
GO:0006970,b1896,b3368,0.0582228616471408
GO:0006974,b3831,b1114,0.0404518550762541
GO:0006979,b3908,b2907,0.0508303492142024
GO:0007049,b0174,b3463,0.047378734885674
GO:0007059,b2894,b3019,0.0390292237180057
GO:0007062,b0687,b3019,0.0390292237180057
GO:0007155,b1857,b3912,0.0499900477390512
GO:0008026,b1114,b1114,0.0404518550762541
GO:0008033,b2791,b2268,0.0454596256296063
GO:0008047,b1679,b1105,0.0514583868274806
GO:0008080,b1066,b3790,0.0538086530548154
GO:0008094,b2733,b4389,0.0408700475611585
GO:0008106,b3003,b0493,0.0421418175575168
GO:0008126,b0476,b0476,0.0485779878014748
GO:0008127,b3439,b3439,0.0468743817835666
GO:0008144,b0464,b0149,0.0434720658298682
GO:0008152,b2465,b0771,0.0561407469222719
GO:0008198,b3287,b1128,0.0457238937849552
GO:0008199,b3807,b3891,0.0575119215822212
GO:0008233,b3235,b3234,0.0364795471441631
GO:0008235,b2908,b4260,0.055049816216988
GO:0008236,b1183,b4190,0.0481417350341452
GO:0008237,b1807,b2472,0.0420484542835586
GO:0008251,b2559,b2559,0.053859645811908
GO:0008252,b1266,b2291,0.0415422453147199
GO:0008270,b3292,b0200,0.0401841271010398
GO:0008295,b0121,b2965,0.047123538272135
GO:0008299,b3209,b3209,0.0482916580350985
GO:0008310,b4483,b2011,0.0520148207977049
GO:0008360,b0174,b0149,0.0434720658298682
GO:0008379,b2480,b1710,0.0598804849146265
GO:0008408,b1286,b1844,0.0442041088807822
GO:0008422,b3721,b2901,0.0456400923145189
GO:0008425,b2232,b2232,0.0473760615416884
GO:0008428,b3929,b3929,0.0498990522541638
GO:0008448,b0677,b0677,0.0514064278366701
GO:0008460,b3788,b3788,0.0491792200793261
GO:0008477,b2162,b3399,0.0527273673423379
GO:0008478,b1636,b2418,0.0555285342183659
GO:0008483,b3572,b2379,0.0534263686164533
GO:0008531,b0025,b0025,0.0526761493704915
GO:0008534,b3635,b3635,0.0586708645185296
GO:0008559,b0449,b0449,0.0482406930448806
GO:0008565,b3329,b1209,0.0527912580601325
GO:0008610,b4463,b1094,0.0457948491968889
GO:0008615,b2564,b2564,0.0512153685237301
GO:0008616,b0406,b0444,0.0407629374202666
GO:0008641,b2812,b2812,0.0383493352846142
GO:0008652,b1261,b4388,0.0479221803346974
GO:0008653,b2252,b1279,0.054932479506051
GO:0008654,b1090,b4042,0.0408863370251062
GO:0008658,b0084,b0149,0.0434720658298682
GO:0008664,b0147,b0147,0.0587483318649306
GO:0008677,b0425,b0425,0.0536522464950644
GO:0008681,b2907,b2907,0.0508303492142024
GO:0008682,b0662,b0662,0.0451169120967637
GO:0008689,b2232,b2232,0.0473760615416884
GO:0008690,b0918,b0918,0.0588808825038396
GO:0008695,b2542,b2542,0.056870886139062
GO:0008696,b1096,b1096,0.0575008266656303
GO:0008706,b1734,b2901,0.0456400923145189
GO:0008712,b3619,b3619,0.0504197161625438
GO:0008713,b3623,b3621,0.0523744233941729
GO:0008716,b0092,b0381,0.0481127918170893
GO:0008725,b2068,b3549,0.0390310609633677
GO:0008732,b0870,b0870,0.0515895446006093
GO:0008742,b3583,b4198,0.0534815396377735
GO:0008745,b4169,b2435,0.0472390385230131
GO:0008753,b3028,b3028,0.0514558698967522
GO:0008757,b1430,b2232,0.0473760615416884
GO:0008770,b0404,b0404,0.0594985690201052
GO:0008779,b2836,b2836,0.0430477076543461
GO:0008781,b3198,b3198,0.0453333544454145
GO:0008782,b0159,b0159,0.046152334686234
GO:0008784,b1190,b4053,0.0572671257979149
GO:0008789,b3091,b3091,0.046153231126525
GO:0008792,b2938,b2938,0.0575058394554264
GO:0008794,b2495,b2495,0.0368856875274702
GO:0008810,b3531,b3531,0.0548060293700757
GO:0008813,b4039,b4039,0.0586054609330414
GO:0008817,b2459,b1270,0.0544588010392509
GO:0008818,b1992,b1992,0.0562892370656038
GO:0008829,b2065,b2065,0.0557414520796517
GO:0008837,b3809,b3809,0.055059507458149
GO:0008851,b2440,b2440,0.0477562093537782
GO:0008852,b2011,b2011,0.0520148207977049
GO:0008854,b2822,b2820,0.059938111490557
GO:0008859,b1286,b4179,0.0572471045906221
GO:0008860,b2542,b2542,0.056870886139062
GO:0008865,b0394,b0394,0.050777593230113
GO:0008872,b2787,b2787,0.0463823505791236
GO:0008873,b3553,b3553,0.0595200916453623
GO:0008880,b3092,b3092,0.0592458008079682
GO:0008889,b2239,b3449,0.055656212965
GO:0008902,b2418,b2418,0.0555285342183659
GO:0008909,b2265,b2265,0.0521204632827467
GO:0008913,b1054,b1054,0.0425441977859493
GO:0008914,b0885,b0885,0.0453861367666677
GO:0008920,b3621,b3621,0.0523744233941729
GO:0008922,b2836,b2836,0.0430477076543461
GO:0008930,b0159,b0159,0.046152334686234
GO:0008933,b0211,b2963,0.0552509467875506
GO:0008955,b0084,b0149,0.0434720658298682
GO:0008962,b2560,b0418,0.0426014665306704
GO:0008965,b2383,b2829,0.0560283756887049
GO:0008970,b3821,b3821,0.0586480618732268
GO:0008974,b3355,b3355,0.0542820611238826
GO:0008982,b4240,b3204,0.0447846498717143
GO:0008988,b3499,b3499,0.0578315700157754
GO:0008989,b1822,b1822,0.0500764804666039
GO:0008990,b0948,b4371,0.0551684626150406
GO:0008996,b3247,b3247,0.0500291483091782
GO:0008997,b4179,b4179,0.0572471045906221
GO:0008999,b1066,b4373,0.0572038927462313
GO:0009001,b3607,b3607,0.0583591826189816
GO:0009002,b0635,b0149,0.0434720658298682
GO:0009009,b2894,b2894,0.0575739630112919
GO:0009014,b2472,b2472,0.0420484542835586
GO:0009030,b0417,b0417,0.0513347193143472
GO:0009037,b2894,b2894,0.0575739630112919
GO:0009041,b1098,b1098,0.0556547598147077
GO:0009042,b3572,b3572,0.0592710403644535
GO:0009050,b1192,b1192,0.0540460361102648
GO:0009052,b2465,b3386,0.0502780939169159
GO:0009055,b2868,b2895,0.0416241094013324
GO:0009056,b3379,b0476,0.0485779878014748
GO:0009058,b2876,b1464,0.0496187324403029
GO:0009061,b1872,b1872,0.0509694473449832
GO:0009089,b2839,b2472,0.0420484542835586
GO:0009098,b4054,b1096,0.0575008266656303
GO:0009099,b3572,b1096,0.0575008266656303
GO:0009102,b1593,b1288,0.0576428855026147
GO:0009103,b2253,b1054,0.0425441977859493
GO:0009117,b3380,b4394,0.0434456915144295
GO:0009132,b1813,b1813,0.0398464631008616
GO:0009164,b0159,b0159,0.046152334686234
GO:0009165,b1207,b0048,0.0593412926317899
GO:0009220,b2065,b2065,0.0557414520796517
GO:0009225,b3788,b3788,0.0491792200793261
GO:0009228,b3990,b0446,0.0437475756188621
GO:0009229,b3990,b0417,0.0513347193143472
GO:0009231,b1662,b0025,0.0526761493704915
GO:0009234,b2265,b2265,0.0521204632827467
GO:0009236,b3803,b3803,0.0535466048133093
GO:0009244,b3173,b0200,0.0401841271010398
GO:0009245,b2253,b1054,0.0425441977859493
GO:0009246,b3793,b3794,0.0472100856833249
GO:0009249,b2828,b4386,0.0423634117274538
GO:0009252,b0174,b0149,0.0434720658298682
GO:0009253,b2102,b2435,0.0472390385230131
GO:0009254,b1192,b0867,0.0489339297855838
GO:0009257,b1232,b0048,0.0593412926317899
GO:0009274,b0149,b0149,0.0434720658298682
GO:0009276,b0996,b1118,0.0511799308496162
GO:0009279,b3966,b3147,0.0477628634950571
GO:0009290,b0959,b0959,0.0503104703422916
GO:0009294,b2767,b4473,0.0433258222323219
GO:0009295,b1712,b3019,0.0390292237180057
GO:0009306,b4220,b4220,0.0487802262491908
GO:0009307,b4348,b1961,0.0591071053453778
GO:0009321,b0606,b0605,0.0580370965070825
GO:0009330,b3030,b3019,0.0390292237180057
GO:0009331,b3426,b3608,0.0526302904257604
GO:0009333,b3607,b3607,0.0583591826189816
GO:0009338,b2822,b2820,0.059938111490557
GO:0009350,b2440,b2440,0.0477562093537782
GO:0009372,b3025,b3025,0.0559170608907131
GO:0009378,b1861,b1860,0.0484505075015824
GO:0009380,b0779,b1913,0.0504146193571989
GO:0009381,b0779,b1913,0.0504146193571989
GO:0009392,b0110,b0867,0.0489339297855838
GO:0009395,b2560,b0418,0.0426014665306704
GO:0009398,b0025,b0025,0.0526761493704915
GO:0009401,b4240,b3204,0.0447846498717143
GO:0009405,b1220,b4179,0.0572471045906221
GO:0009407,b0947,b0947,0.0479455851282942
GO:0009408,b0968,b3034,0.0481769265676937
GO:0009409,b1718,b1718,0.0486917813049896
GO:0009416,b0475,b0475,0.0506532111823675
GO:0009432,b1183,b3813,0.0474048112167254
GO:0009435,b4390,b0109,0.0492680932760629
GO:0009437,b0035,b0039,0.0596961680251992
GO:0009443,b1638,b2418,0.0555285342183659
GO:0009446,b2938,b2938,0.0575058394554264
GO:0009451,b2791,b0058,0.0552636101484126
GO:0009605,b4124,b4124,0.0583500051884787
GO:0009636,b1430,b3910,0.0516012669927382
GO:0009651,b1895,b0890,0.0598502368240515
GO:0009697,b2265,b2265,0.0521204632827467
GO:0009898,b4136,b3825,0.0448138446627563
GO:0009927,b2216,b2786,0.057745523005142
GO:0009970,b0365,b0605,0.0580370965070825
GO:0009977,b0112,b3839,0.0563204655514137
GO:0009982,b2791,b0058,0.0552636101484126
GO:0010038,b3025,b3025,0.0559170608907131
GO:0010041,b2258,b4113,0.0464527514779194
GO:0010043,b0752,b3915,0.0396498327551522
GO:0010106,b3414,b3414,0.051925819253049
GO:0010124,b1399,b1394,0.0581601492756989
GO:0010139,b2291,b2291,0.0415422453147199
GO:0010181,b2140,b2895,0.0416241094013324
GO:0010212,b4052,b2184,0.0372385995216239
GO:0010243,b3204,b3204,0.0447846498717143
GO:0010332,b3935,b3935,0.0588599438303597
GO:0010447,b2939,b3029,0.055049412098489
GO:0010468,b0145,b2321,0.0560694184319442
GO:0010501,b2184,b2184,0.0372385995216239
GO:0010628,b2839,b2839,0.0511639313275687
GO:0010699,b2687,b2687,0.0595095113408035
GO:0010810,b3912,b3912,0.0499900477390512
GO:0010876,b1209,b1209,0.0527912580601325
GO:0010951,b2209,b2520,0.0524774981361011
GO:0010974,b3641,b3641,0.0562707984759153
GO:0015031,b1534,b1294,0.0439629480812198
GO:0015035,b2582,b3781,0.0414037651275052
GO:0015036,b2989,b2195,0.0439110707567087
GO:0015075,b0929,b0491,0.0465173903865079
GO:0015086,b3040,b3915,0.0396498327551522
GO:0015093,b3040,b3915,0.0396498327551522
GO:0015128,b4296,b2740,0.0597613969698352
GO:0015179,b2014,b0402,0.0419863443117003
GO:0015197,b0069,b1294,0.0439629480812198
GO:0015221,b3199,b3199,0.051556208228893
GO:0015235,b3966,b1711,0.0520759933927821
GO:0015238,b1985,b0462,0.0584623218821396
GO:0015295,b2014,b0433,0.0529915679767197
GO:0015297,b2014,b0402,0.0419863443117003
GO:0015299,b0047,b0155,0.0415921756683941
GO:0015307,b2076,b2076,0.0470678308504686
GO:0015315,b2240,b3667,0.0591356759840271
GO:0015321,b4020,b4020,0.0550411983024796
GO:0015341,b3915,b3915,0.0396498327551522
GO:0015360,b0010,b0010,0.0538185658468627
GO:0015388,b3849,b3849,0.0449157790255047
GO:0015412,b0763,b0765,0.0581114321226397
GO:0015420,b1711,b1711,0.0520759933927821
GO:0015424,b3271,b3271,0.0566823436272818
GO:0015437,b3201,b3201,0.0504068964861832
GO:0015562,b3035,b3485,0.0516615399890822
GO:0015565,b0813,b0813,0.0591403638360329
GO:0015616,b1114,b1114,0.0404518550762541
GO:0015623,b0151,b0151,0.0497924565010949
GO:0015628,b3331,b0106,0.0572839094818058
GO:0015643,b0047,b2568,0.0394775273281152
GO:0015648,b0089,b1069,0.0448248590198982
GO:0015684,b3040,b3915,0.0396498327551522
GO:0015691,b2392,b3915,0.0396498327551522
GO:0015706,b1469,b0155,0.0415921756683941
GO:0015807,b2014,b0402,0.0419863443117003
