term_id	marker_gene	cv_values
GO:0016437	b3056	0.0437830728057041
GO:0016491	b3492	0.0441962462169617
GO:0016614	b1816	0.0498870862080315
GO:0016671	b3781	0.0414037651275052
GO:0016705	b0662	0.0451169120967637
GO:0016706	b1128	0.0457238937849552
GO:0016709	b0662	0.0451169120967637
GO:0016740	b0223	0.0410935025720609
GO:0016747	b3825	0.0448138446627563
GO:0016755	b0885	0.0453861367666677
GO:0016758	b3794	0.0472100856833249
GO:0016773	b3374	0.0495696205347075
GO:0016787	b1759	0.0454463258553721
GO:0016791	b0446	0.0437475756188621
GO:0016810	b0657	0.0490622271792006
GO:0016818	b1813	0.0398464631008616
GO:0016829	b0481	0.0417635152725545
GO:0016833	b1812	0.0414892499477327
GO:0016853	b3058	0.046072669495773
GO:0016869	b4146	0.0400299831012149
GO:0016879	b0444	0.0407629374202666
GO:0016887	b0495	0.045350192728473
GO:0016888	b4378	0.0484269724949863
GO:0016892	b0659	0.04986754687931
GO:0016979	b4386	0.0423634117274538
GO:0017110	b0446	0.0437475756188621
GO:0017111	b4394	0.0434456915144295
GO:0017116	b3813	0.0474048112167254
GO:0019143	b3198	0.0453333544454145
GO:0019144	b3034	0.0481769265676937
GO:0019146	b3197	0.0474594739293193
GO:0019159	b2700	0.0486879568308372
GO:0019168	b2906	0.0472067622363325
GO:0019843	b0051	0.0444283774152654
GO:0020037	b2611	0.047592068745662
GO:0022820	b3849	0.0449157790255047
GO:0022891	b0845	0.0463719422857422
GO:0030145	b1813	0.0398464631008616
GO:0030151	b0947	0.0479455851282942
GO:0030170	b2965	0.047123538272135
GO:0030234	b3147	0.0477628634950571
GO:0030246	b3197	0.0474594739293193
GO:0030295	b3204	0.0447846498717143
GO:0030955	b2812	0.0383493352846142
GO:0031177	b1094	0.0457948491968889
GO:0031402	b2812	0.0383493352846142
GO:0031404	b0155	0.0415921756683941
GO:0031419	b0158	0.0476105913281133
GO:0032267	b0188	0.0454603342930874
GO:0033890	b1804	0.0493048216262868
GO:0033982	b4196	0.0417389389228088
GO:0034040	b0449	0.0482406930448806
GO:0034200	b0200	0.0401841271010398
GO:0034338	b0476	0.0485779878014748
GO:0034353	b2830	0.0498459966324086
GO:0034634	b0832	0.0472473908587091
GO:0042132	b2930	0.0496262663425753
GO:0042380	b0029	0.0413727101923496
GO:0042577	b0418	0.0426014665306704
GO:0042781	b2268	0.0454596256296063
GO:0042802	b3234	0.0364795471441631
GO:0042834	b3388	0.0456086833486586
GO:0043022	b1718	0.0486917813049896
GO:0043140	b0962	0.0374569704831026
GO:0043168	b0155	0.0415921756683941
GO:0043175	b1114	0.0404518550762541
GO:0043431	b2232	0.0473760615416884
GO:0043565	b3010	0.0401325644647335
GO:0043765	b2831	0.0484515260997364
GO:0043907	b0481	0.0417635152725545
GO:0044212	b3010	0.0401325644647335
GO:0046820	b1812	0.0414892499477327
GO:0046872	b3549	0.0390310609633677
GO:0047241	b3794	0.0472100856833249
GO:0047617	b0494	0.0448916634745682
GO:0047631	b3034	0.0481769265676937
GO:0050355	b3054	0.0390815175391812
GO:0050380	b3057	0.0435247815262172
GO:0050660	b1816	0.0498870862080315
GO:0050661	b0386	0.0410592529662651
GO:0050662	b2304	0.041427649794968
GO:0050897	b2291	0.0415422453147199
GO:0051087	b0055	0.0379539217108001
GO:0051537	b0947	0.0479455851282942
GO:0051538	b0029	0.0413727101923496
GO:0051539	b4146	0.0400299831012149
GO:0051745	b0029	0.0413727101923496
GO:0052751	b2467	0.0480156305406107
GO:0052907	b0807	0.0485908125438411
GO:0052908	b0051	0.0444283774152654
GO:0052927	b3056	0.0437830728057041
GO:0052928	b3056	0.0437830728057041
GO:0052929	b3056	0.0437830728057041
GO:0060698	b3929	0.0498990522541638
GO:0061503	b2812	0.0383493352846142
GO:0070039	b2581	0.0417397010056137
GO:0071949	b0662	0.0451169120967637
GO:0089715	b0195	0.0465352409297039
GO:0090563	b2715	0.0481959935113511
other	b3033	0.036278560947483
